curve_id,curve_name,point_id,time,survival,x_pixel,y_pixel
1,Tislelizumab,c1-p0000,0.0,0.9841269841269842,122.0,39.0
1,Tislelizumab,c1-p0001,0.07952871870397643,0.9841269841269842,123.0,39.0
1,Tislelizumab,c1-p0002,0.15905743740795286,0.9841269841269842,124.0,39.0
1,Tislelizumab,c1-p0003,0.2385861561119293,0.9841269841269842,125.0,39.0
1,Tislelizumab,c1-p0004,0.3181148748159057,0.9841269841269842,126.0,39.0
1,Tislelizumab,c1-p0005,0.39764359351988215,0.9841269841269842,127.0,39.0
1,Tislelizumab,c1-p0006,0.4771723122238586,0.9841269841269842,128.0,39.0
1,Tislelizumab,c1-p0007,0.5567010309278351,0.9841269841269842,129.0,39.0
1,Tislelizumab,c1-p0008,0.6362297496318114,0.9841269841269842,130.0,39.0
1,Tislelizumab,c1-p0009,0.7157584683357879,0.9841269841269842,131.0,39.0
1,Tislelizumab,c1-p0010,0.7952871870397643,0.9841269841269842,132.0,39.0
1,Tislelizumab,c1-p0011,0.8748159057437409,0.9841269841269842,133.0,39.0
1,Tislelizumab,c1-p0012,0.9543446244477172,0.9841269841269842,134.0,39.0
1,Tislelizumab,c1-p0013,1.0338733431516938,0.9801587301587301,135.0,40.0
1,Tislelizumab,c1-p0014,1.1134020618556701,0.9722222222222223,136.0,42.0
1,Tislelizumab,c1-p0015,1.1929307805596465,0.9722222222222223,137.0,42.0
1,Tislelizumab,c1-p0016,1.272459499263623,0.9722222222222223,138.0,42.0
1,Tislelizumab,c1-p0017,1.3519882179675995,0.9682539682539683,139.0,43.0
1,Tislelizumab,c1-p0018,1.4315169366715759,0.9682539682539683,140.0,43.0
1,Tislelizumab,c1-p0019,1.5110456553755522,0.9642857142857143,141.0,44.0
1,Tislelizumab,c1-p0020,1.5905743740795286,0.9603174603174603,142.0,45.0
1,Tislelizumab,c1-p0021,1.6701030927835052,0.9603174603174603,143.0,45.0
1,Tislelizumab,c1-p0022,1.7496318114874818,0.9563492063492063,144.0,46.0
1,Tislelizumab,c1-p0023,1.829160530191458,0.9523809523809524,145.0,47.0
1,Tislelizumab,c1-p0024,1.9086892488954343,0.9523809523809524,146.0,47.0
1,Tislelizumab,c1-p0025,1.988217967599411,0.9523809523809524,147.0,47.0
1,Tislelizumab,c1-p0026,2.0677466863033875,0.9523809523809524,148.0,47.0
1,Tislelizumab,c1-p0027,2.1472754050073637,0.9444444444444444,149.0,49.0
1,Tislelizumab,c1-p0028,2.2268041237113403,0.9444444444444444,150.0,48.0
1,Tislelizumab,c1-p0029,2.306332842415317,0.9444444444444444,151.0,49.0
1,Tislelizumab,c1-p0030,2.385861561119293,0.9404761904761905,152.0,50.0
